work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2020,MI,FT,Analytics Engineer,124200.0,CA,0.0,CA,M
2023,EN,FT,Machine Learning Engineer,78900.0,US,50.0,GB,S
2022,EN,FT,Data Scientist,87300.0,GB,0.0,GB,L
2021,MI,FT,Data Scientist,121900.0,CA,100.0,CA,M
2022,SE,FT,Data Architect,227800.0,US,100.0,US,L
2022,MI,FT,AI Engineer,179700.0,US,0.0,US,L
2023,EN,FT,Data Engineer,90800.0,US,0.0,US,S
2021,EX,FT,Analytics Engineer,163400.0,US,0.0,DE,M
2023,EN,FT,Research Scientist,107800.0,US,50.0,US,S
2023,SE,FT,Data Engineer,239900.0,US,50.0,US,L
2023,SE,FT,Machine Learning Engineer,79500.0,IN,0.0,IN,S
2023,MI,FT,Data Scientist,131500.0,US,0.0,US,M
2021,SE,FT,Data Engineer,90800.0,PT,0.0,PT,M
2021,SE,FL,Data Science Manager,250100.0,US,100.0,US,M
2024,EN,FT,Business Intelligence Analyst,111100.0,US,100.0,US,L
2023,EN,FT,Data Analyst,82300.0,NL,0.0,NL,M
2023,MI,FT,Data Engineer,77800.0,ES,50.0,ES,M
2023,EN,FT,Data Engineer,61800.0,CA,100.0,CA,M
2021,SE,FT,Data Science Manager,185800.0,DE,100.0,DE,M
2024,SE,FT,Data Architect,202300.0,US,100.0,US,S
2022,EX,FT,Data Scientist,212600.0,JP,100.0,JP,M
2024,SE,FT,AI Engineer,234800.0,US,0.0,US,M
2021,MI,FT,Data Scientist,187500.0,US,0.0,US,M
2022,SE,FT,AI Engineer,222800.0,US,0.0,US,L
2023,MI,FT,Data Engineer,184200.0,US,0.0,US,L
2024,SE,FT,Machine Learning Engineer,268500.0,US,50.0,US,L
2022,SE,FT,Data Analyst,57300.0,IN,100.0,IN,M
2023,MI,FT,AI Engineer,160300.0,US,50.0,US,M
2024,EX,FT,Analytics Engineer,334300.0,US,0.0,US,M
2023,EN,FT,Data Science Manager,102800.0,US,0.0,US,M
2022,EX,FT,Data Analyst,136000.0,DE,50.0,DE,L
2024,SE,FT,Business Intelligence Analyst,167300.0,US,50.0,US,S
2020,MI,FT,Data Analyst,18600.0,BR,100.0,BR,S
2020,SE,FT,Analytics Engineer,174400.0,US,0.0,US,L
2024,MI,FT,Business Intelligence Analyst,127400.0,CA,100.0,CA,L
2024,SE,FT,Data Scientist,237700.0,US,,US,M
2022,EN,FT,Data Engineer,91600.0,GB,0.0,US,M
2024,SE,FT,Data Engineer,192500.0,US,0.0,CA,M
2024,MI,FT,AI Engineer,140800.0,US,100.0,DE,M
2020,MI,FT,Data Analyst,42700.0,IN,0.0,IN,L
2024,EN,FT,Data Scientist,108400.0,US,0.0,US,M
2021,EN,FT,Data Science Manager,111700.0,US,100.0,US,S
2024,SE,FT,Machine Learning Engineer,138300.0,AU,0.0,AU,S
2021,EN,FT,Data Analyst,59000.0,US,50.0,US,S
2021,SE,FT,Data Engineer,219100.0,BR,0.0,US,M
2024,SE,FT,Machine Learning Engineer,173000.0,ES,0.0,AU,M
2024,SE,FT,Data Scientist,214700.0,SG,0.0,SG,M
2021,SE,FT,Data Engineer,156000.0,GB,50.0,GB,M
2024,SE,FT,Data Scientist,64300.0,IN,0.0,IN,S
2024,SE,FT,Analytics Engineer,179200.0,GB,0.0,GB,M
2024,MI,FT,Data Analyst,75300.0,US,0.0,US,M
2021,MI,FT,AI Engineer,190100.0,US,50.0,US,L
2023,SE,FT,AI Engineer,225300.0,US,0.0,US,L
2022,MI,FT,Machine Learning Engineer,219800.0,US,100.0,US,M
2024,MI,FT,Data Analyst,34500.0,BR,100.0,BR,L
2024,SE,PT,Data Scientist,125500.0,IN,50.0,US,M
2024,EN,FT,Data Analyst,81600.0,US,0.0,US,L
2023,MI,FT,Data Scientist,67800.0,PT,50.0,PT,L
2024,SE,FT,Data Scientist,178900.0,DE,0.0,DE,M
2022,EN,FT,Data Analyst,47800.0,US,0.0,US,S
2024,SE,FT,Data Analyst,112300.0,GB,50.0,GB,M
2024,SE,FT,Data Analyst,145300.0,US,100.0,US,M
2023,MI,FT,Analytics Engineer,185800.0,US,100.0,US,L
2024,SE,FT,Data Analyst,61400.0,PT,0.0,PT,S
2022,MI,FT,Business Intelligence Analyst,125300.0,US,100.0,US,L
2024,EX,FT,Machine Learning Engineer,305700.0,US,100.0,US,S
2023,EN,FT,Data Engineer,98800.0,US,100.0,US,M
2021,SE,FT,Research Scientist,223100.0,US,100.0,US,L
2023,SE,FT,Machine Learning Engineer,273500.0,CA,100.0,CA,L
2023,MI,FT,Business Intelligence Analyst,59100.0,PT,100.0,PT,M
2024,SE,FT,Data Analyst,45800.0,IN,0.0,IN,L
2023,MI,FT,Data Analyst,83200.0,NL,50.0,NL,L
2023,SE,FT,Research Scientist,91200.0,IN,50.0,IN,M
2023,MI,FT,Data Analyst,133500.0,US,100.0,US,M
2024,SE,FT,Data Scientist,179400.0,FR,50.0,FR,M
2024,SE,FT,Data Analyst,152200.0,US,100.0,US,S
2021,MI,FT,Data Analyst,127900.0,US,100.0,US,L
2024,EN,FT,Data Scientist,46700.0,PT,0.0,PT,M
2024,MI,FT,Data Scientist,104700.0,CA,50.0,CA,M
2022,MI,FT,Business Intelligence Analyst,111000.0,US,100.0,CA,L
2022,SE,FT,Data Architect,134600.0,DE,0.0,DE,L
2020,MI,FT,Data Analyst,102900.0,US,0.0,US,M
2024,MI,FT,Data Engineer,209600.0,US,50.0,US,S
2023,EN,FT,Data Analyst,80000.0,US,0.0,US,M
2024,SE,FT,Data Analyst,47800.0,IN,0.0,IN,M
2024,MI,FT,Data Analyst,128400.0,US,0.0,US,M
2021,MI,FT,Data Analyst,118600.0,US,0.0,US,L
2022,SE,FT,Data Analyst,185000.0,US,100.0,US,L
2021,EN,FT,Data Architect,89300.0,DE,100.0,US,S
2022,MI,FT,Analytics Engineer,111400.0,US,0.0,US,M
2024,EN,FT,Data Engineer,94000.0,US,0.0,US,M
2024,SE,FT,Data Scientist,251600.0,US,100.0,US,L
2022,SE,FT,Machine Learning Engineer,258300.0,FR,0.0,CH,M
2022,SE,FT,Analytics Engineer,180800.0,US,0.0,US,M
2022,EN,FT,Research Scientist,115300.0,US,100.0,US,S
2023,MI,FT,Data Engineer,186100.0,US,50.0,US,
2023,EN,FT,Analytics Engineer,132000.0,US,100.0,US,M
2022,MI,FT,AI Engineer,99300.0,ES,100.0,ES,L
2023,SE,FT,Data Engineer,180400.0,DE,100.0,DE,M
2023,MI,FT,Machine Learning Engineer,169200.0,US,0.0,US,L
2023,MI,FT,Business Intelligence Analyst,72300.0,NL,100.0,NL,S
2023,MI,FT,Data Scientist,166200.0,US,100.0,US,M
2023,SE,FT,Analytics Engineer,236200.0,US,100.0,US,M
2023,EX,FT,Data Architect,149500.0,CA,100.0,PT,L
2023,EN,FT,Data Engineer,106800.0,US,100.0,US,M
2024,EN,FT,Business Intelligence Analyst,50900.0,GB,50.0,GB,M
2020,SE,FT,Data Analyst  ,98500.0,GB,0.0,GB,M
2023,EX,FT,Data Scientist,353500.0,US,100.0,US,S
2022,SE,FT,Machine Learning Engineer,120000.0,ES,100.0,ES,S
2020,SE,FT,Machine Learning Engineer,186800.0,US,100.0,DE,L
2023,SE,FL,Data Science Manager,334700.0,US,100.0,US,M
2024,SE,FT,Data Engineer,242400.0,US,0.0,US,S
2021,EN,FT,Analytics Engineer,63600.0,FR,0.0,FR,M
2024,SE,FT,Data Scientist,343000.0,US,0.0,US,L
2020,MI,FT,Data Scientist,119200.0,US,50.0,US,L
2023,EX,FT,Analytics Engineer,186700.0,DE,50.0,DE,M
2024,SE,FT,Business Intelligence Analyst,167600.0,DE,0.0,CA,L
2022,EN,CT,Data Scientist,99400.0,US,0.0,US,M
2024,SE,FT,Data Science Manager,352300.0,US,0.0,US,L
2023,EX,FT,AI Engineer,126800.0,DE,100.0,IN,L
2024,SE,FT,Data Engineer,213000.0,US,0.0,US,L
2024,SE,FT,Data Science Manager,261300.0,US,,US,M
2022,MI,FT,AI Engineer,186300.0,US,100.0,US,S
2021,MI,FT,Data Engineer,134700.0,NL,100.0,NL,L
2020,SE,FT,Data Science Manager,64100.0,IN,0.0,IN,L
2024,EN,FT,Data Architect,128800.0,US,100.0,US,M
2024,EN,FT,Business Intelligence Analyst,80000.0,US,0.0,US,M
2024,EN,FL,Data Analyst,45900.0,ES,0.0,ES,M
2022,SE,FT,Data Analyst,86700.0,FR,0.0,FR,M
2024,EN,FT,Data Engineer,103900.0,US,0.0,US,M
2022,SE,FT,Business Intelligence Analyst,175300.0,US,50.0,US,L
2021,SE,FT,Data Scientist,96200.0,DE,0.0,DE,S
2024,EN,FT,Business Intelligence Analyst,76300.0,US,0.0,US,S
2023,SE,FT,Business Intelligence Analyst,133300.0,DE,0.0,DE,M
2023,MI,FT,Data Analyst,99200.0,US,100.0,US,M
2023,SE,FT,Data Analyst,172500.0,US,100.0,US,M
2022,MI,FT,Business Intelligence Analyst,92900.0,CA,,CA,L
2022,EN,FT,Data Engineer,101600.0,US,50.0,US,M
2024,MI,FT,Data Analyst,112600.0,US,0.0,US,M
2021,EX,FT,AI Engineer,302000.0,US,50.0,US,L
2022,EN,FT,AI Engineer,90800.0,NL,100.0,NL,M
2023,SE,FT,Business Intelligence Analyst,166900.0,US,100.0,DE,L
2023,EN,FT,Machine Learning Engineer,105600.0,US,100.0,US,S
2023,SE,FT,AI Engineer,214700.0,US,50.0,US,M
2024,SE,FT,Machine Learning Engineer,287400.0,AU,0.0,US,M
2020,EN,FT,Data Architect,86500.0,US,0.0,US,M
2021,MI,FT,Data Scientist,204400.0,US,0.0,US,
2023,EN,FT,Data Engineer,110100.0,US,0.0,US,M
2024,MI,FT,Data Architect,68900.0,IN,0.0,IN,M
2024,SE,FT,Data Scientist,287400.0,US,50.0,US,L
2024,MI,FT,Data Scientist,135000.0,GB,0.0,GB,L
2022,SE,FT,Data Science Manager,157700.0,FR,0.0,FR,S
2024,MI,FL,Analytics Engineer,108600.0,CA,100.0,FR,
2023,EN,FL,Data Science Manager,91400.0,US,0.0,US,S
2022,SE,FT,Data Science Manager,231200.0,US,100.0,US,S
2023,EN,FL,Analytics Engineer,118000.0,US,100.0,US,M
2021,SE,FT,Data Engineer,220100.0,US,100.0,US,L
2023,SE,FL,Analytics Engineer,249800.0,US,50.0,US,L
2023,MI,FT,Analytics Engineer,125100.0,PT,100.0,AU,M
2023,MI,FT,Data Analyst,135500.0,US,100.0,US,M
2024,SE,FT,Data Engineer,93900.0,IN,0.0,IN,S
2022,SE,FT,Analytics Engineer,84800.0,IN,100.0,IN,S
2023,EN,FT,Research Scientist,78400.0,NL,0.0,NL,M
2023,SE,FT,Data Engineer,167700.0,GB,0.0,GB,L
2023,MI,FT,Data Analyst,169900.0,US,0.0,US,L
2022,EX,FT,Data Analyst,198400.0,US,0.0,US,M
2023,SE,FT,Business Intelligence Analyst,174000.0,US,0.0,US,L
2023,MI,FT,Business Intelligence Analyst,113000.0,US,0.0,US,
2024,EN,FT,Data Analyst,71600.0,US,50.0,US,L
2024,MI,FT,AI Engineer,178200.0,PT,0.0,CA,
2024,MI,FT,Analytics Engineer,80500.0,ES,100.0,ES,M
2023,MI,CT,Research Scientist,94200.0,NL,0.0,NL,S
2023,SE,FT,Data Engineer,169500.0,US,100.0,US,S
2022,EN,FT,Data Analyst,51400.0,US,0.0,FR,L
2023,SE,FT,Data Scientist,247300.0,US,0.0,US,L
2021,EN,FT,Business Intelligence Analyst,81700.0,US,0.0,US,L
2023,MI,FT,Machine Learning Engineer,218100.0,US,0.0,US,M
2023,MI,FT,Data Scientist,132400.0,AU,100.0,AU,M
2021,EX,FT,Business Intelligence Analyst,67400.0,BR,100.0,BR,S
2024,SE,FT,Data Engineer,229200.0,US,50.0,US,L
2021,EX,FT,Analytics Engineer,72900.0,IN,0.0,IN,M
2024,EN,FT,Business Intelligence Analyst,42400.0,NL,0.0,NL,M
2021,EN,FT,Data Architect,85600.0,DE,100.0,DE,M
2024,EX,FT,Machine Learning Engineer,409100.0,US,0.0,US,S
2023,SE,FT,Data Science Manager,121200.0,DE,100.0,DE,S
2021,MI,FT,Data Scientist,130900.0,US,0.0,US,L
2024,EX,FT,Data Analyst,105900.0,PT,,PT,M
2024,MI,FT,Data Scientist,152600.0,SG,0.0,SG,M
2024,MI,FT,Data Scientist,98500.0,FR,0.0,FR,L
2022,MI,FT,Data Scientist,159900.0,US,100.0,US,L
2024,MI,FL,Machine Learning Engineer,49400.0,IN,0.0,IN,M
2023,MI,FT,Data Scientist,157800.0,CA,0.0,CA,M
2023,SE,FT,Data Analyst,50100.0,IN,0.0,IN,M
2022,EN,FT,Research Scientist,106300.0,US,50.0,US,L
2022,SE,FT,Data Engineer,206700.0,CH,0.0,US,M
2024,SE,FT,Data Analyst,222300.0,US,100.0,US,L
2021,SE,FT,Data Science Manager,164700.0,DE,100.0,DE,L
2021,MI,FT,Data Analyst,77200.0,DE,50.0,DE,L
2023,EN,FT,Data Analyst,60500.0,US,0.0,US,M
2023,SE,FT,Data Engineer,140900.0,AU,0.0,AU,M
2021,EX,FT,Data Analyst,125900.0,US,100.0,JP,L
2022,EN,FT,Data Scientist,121800.0,US,0.0,US,L
2023,EN,FT,Data Engineer,88000.0,US,50.0,US,L
2023,SE,FT,Data Science Manager,287000.0,US,0.0,US,M
2023,MI,FT,Analytics Engineer,153800.0,US,100.0,US,M
2022,SE,FT,Business Intelligence Analyst,121600.0,DE,0.0,DE,L
2022,SE,FT,Machine Learning Engineer,123800.0,ES,50.0,ES,S
2024,EX,FT,AI Engineer,450800.0,US,0.0,US,M
2022,SE,FT,Data Scientist,195600.0,US,0.0,US,M
2021,SE,FT,Research Scientist,202000.0,US,0.0,US,M
2022,EN,FT,Data Analyst,63000.0,US,100.0,US,M
2022,SE,FT,Data Analyst,180400.0,US,100.0,US,L
2020,EN,FT,data analyst,67400.0,US,100.0,US,M
2023,SE,CT,Data Analyst,135000.0,US,100.0,US,L
2024,EN,FT,Data Architect,91300.0,AU,0.0,AU,M
2023,EN,FT,Research Scientist,97500.0,US,0.0,US,M
2024,MI,FT,Data Engineer,100900.0,BR,50.0,ES,M
2023,SE,FT,Analytics Engineer,192800.0,US,0.0,US,L
2023,SE,FT,Analytics Engineer,95700.0,IN,0.0,IN,M
2022,SE,FT,Research Scientist,123600.0,ES,0.0,ES,M
2023,EN,FT,Data Scientist,161400.0,US,50.0,US,M
2023,MI,FT,Data Architect,148800.0,US,0.0,US,S
2024,MI,FT,AI Engineer,178900.0,AU,0.0,AU,L
2021,SE,FT,Business Intelligence Analyst,123500.0,US,0.0,US,S
2021,EX,FT,Data Scientist,133000.0,JP,100.0,JP,M
2020,SE,FT,Data Analyst,99400.0,US,0.0,US,M
2023,EN,FT,Data Engineer,115800.0,US,,US,M
2023,SE,FT,Data Analyst,218100.0,AU,100.0,US,L
2023,MI,FT,AI Engineer,81700.0,IN,50.0,IN,L
2021,MI,FT,Business Intelligence Analyst,132400.0,US,50.0,US,M
2023,MI,FT,Analytics Engineer,,FR,0.0,FR,L
2024,MI,FT,Data Analyst,153100.0,CA,50.0,US,S
2022,SE,FT,Data Analyst,149900.0,US,100.0,US,L
2022,EX,FL,Data Analyst,196100.0,US,50.0,US,M
2023,EX,FT,Business Intelligence Analyst,353100.0,US,0.0,US,L
2024,SE,FT,Data Scientist,169900.0,US,0.0,US,M
2024,MI,FT,Data Scientist,70300.0,IN,0.0,IN,L
2023,MI,FT,Business Intelligence Analyst,47300.0,IN,0.0,IN,M
2023,SE,FT,Data Architect,236400.0,US,0.0,US,M
2020,EN,FT,Data Analyst,58100.0,US,0.0,US,M
2024,SE,FT,Data Engineer,121300.0,JP,100.0,JP,M
2024,EN,FT,Data Analyst,75000.0,CA,0.0,CA,S
2024,SE,FT,Machine Learning Engineer,175800.0,DE,0.0,DE,M
2023,EN,FT,Data Scientist,133500.0,US,0.0,US,L
2022,MI,FT,Business Intelligence Analyst,118600.0,US,100.0,US,M
2022,SE,FT,Data Science Manager,226800.0,FR,100.0,FR,L
2024,SE,FT,Data Engineer,174500.0,US,0.0,US,M
2024,MI,FT,Analytics Engineer,129600.0,US,0.0,US,L
2024,MI,FT,Analytics Engineer,112700.0,US,0.0,US,S
2024,SE,CT,Data Scientist,270300.0,US,100.0,US,L
2024,MI,FT,Machine Learning Engineer,141800.0,US,100.0,DE,L
2024,EN,FT,Data Scientist,83700.0,CA,100.0,CA,S
2021,SE,FT,Data Scientist,175700.0,US,0.0,US,L
2022,EN,FT,Data Architect,118700.0,US,100.0,US,M
2024,SE,FT,Data Architect,148500.0,GB,0.0,GB,L
2023,MI,FT,Analytics Engineer,140800.0,FR,100.0,FR,M
2024,MI,FT,Data Analyst,103900.0,AU,100.0,AU,M
2024,SE,CT,Machine Learning Engineer,252400.0,US,0.0,US,
2021,SE,FT,Data Scientist,79200.0,PT,0.0,PT,L
2024,MI,FT,Data Engineer,186400.0,US,0.0,US,L
2022,SE,FT,Data Scientist,217500.0,US,100.0,US,L
2022,EN,FT,Data Analyst,70200.0,FR,100.0,FR,L
2023,EN,FT,Data Scientist,40000.0,BR,100.0,BR,L
2023,EN,FT,Data Scientist,81500.0,FR,100.0,FR,M
2021,MI,FT,Data Science Manager,184600.0,SG,100.0,SG,M
2023,MI,FT,Data Engineer,151000.0,US,100.0,US,M
2024,SE,FT,AI Engineer,202500.0,AU,0.0,AU,M
2021,MI,FT,Data Architect,162400.0,US,0.0,US,M
2024,MI,FT,Data Analyst,80600.0,AU,0.0,AU,S
2023,EN,FT,Data Engineer,70300.0,JP,0.0,JP,L
2022,EX,FT,Data Scientist,234600.0,US,50.0,US,M
2024,SE,FT,Research Scientist,270200.0,US,50.0,US,L
2022,MI,FT,Machine Learning Engineer,176100.0,US,0.0,US,M
2021,SE,FT,AI Engineer,264000.0,US,100.0,US,M
2023,MI,FT,Machine Learning Engineer,207200.0,SG,100.0,US,
2024,MI,FT,Data Analyst,36500.0,PL,0.0,PL,M
2022,EX,FT,Research Scientist,439600.0,US,100.0,US,M
2024,MI,FT,Data Scientist,166500.0,US,50.0,US,L
2022,SE,FT,Data Engineer,198900.0,US,100.0,US,S
2024,EN,FT,AI Engineer,141100.0,US,0.0,US,M
2020,MI,FT,Research Scientist,144300.0,US,50.0,US,L
2023,SE,FT,Data Engineer,233300.0,CA,50.0,CA,M
2023,EN,FT,Data Scientist,95600.0,US,,CA,S
2024,MI,FT,data scientist,127500.0,US,0.0,US,L
2022,EX,FT,Data Scientist,293000.0,US,100.0,US,M
2022,SE,FT,Analytics Engineer,182800.0,GB,50.0,GB,L
2023,MI,FT,Data Analyst,104100.0,US,0.0,US,M
2024,EN,FT,Data Engineer,72000.0,ES,0.0,ES,L
2022,SE,FT,Data Science Manager,227700.0,US,50.0,US,M
2023,EN,FT,Data Scientist,48600.0,IN,100.0,PL,S
2023,MI,FT,Business Intelligence Analyst,148800.0,US,0.0,US,L
2023,EN,FT,Research Scientist,83200.0,US,0.0,US,M
2024,EN,FT,Research Scientist,121300.0,US,0.0,US,M
2022,SE,FT,Data Scientist,194700.0,US,50.0,US,L
2020,EN,FT,Analytics Engineer,53300.0,ES,0.0,ES,M
2024,MI,FT,Data Scientist,209700.0,US,50.0,US,M
2021,SE,PT,Analytics Engineer,101700.0,US,100.0,US,S
2021,MI,FT,Data Engineer,117500.0,US,50.0,US,M
2024,SE,FT,Analytics Engineer,240100.0,US,50.0,US,M
2021,MI,FT,Data Engineer,139300.0,US,100.0,US,M
2023,MI,FT,Data Engineer,108700.0,DE,100.0,DE,L
2020,EN,FT,Data Scientist,48800.0,ES,0.0,ES,M
2024,SE,FT,Data Architect,248600.0,US,100.0,US,M
2020,MI,FT,Data Architect,53100.0,BR,100.0,BR,S
2023,MI,FT,Data Engineer,69200.0,PT,100.0,PT,
2024,SE,FT,Machine Learning Engineer,279200.0,US,0.0,US,L
2024,MI,FT,Research Scientist,153600.0,US,50.0,US,S
2022,SE,FT,Data Engineer,83800.0,IN,100.0,IN,L
2023,MI,FT,Data Scientist,201200.0,US,100.0,US,L
2024,MI,FT,Business Intelligence Analyst,109600.0,US,100.0,US,S
2022,MI,FT,Data Architect,137200.0,US,50.0,US,M
2024,MI,FT,Data Engineer,222300.0,US,,US,L
2022,EN,FT,AI Engineer,132600.0,US,50.0,US,L
2022,SE,FT,Research Scientist,209100.0,US,50.0,US,M
2023,SE,FT,Data Scientist,255200.0,US,50.0,US,L
2024,MI,FT,Research Scientist,52200.0,IN,0.0,IN,L
2022,SE,FT,Data Scientist,67300.0,US,0.0,BR,M
2024,SE,FT,Data Scientist,212900.0,US,,US,M
2023,SE,FT,AI Engineer,274400.0,US,100.0,US,M
2024,SE,FT,Data Analyst,195100.0,US,0.0,US,M
2022,SE,FT,Data Engineer,166700.0,US,100.0,US,S
2023,SE,FT,Data Analyst,461000.0,CA,0.0,IN,M
2023,EX,FT,Research Scientist,101600.0,IN,0.0,IN,M
2023,EN,FT,Data Scientist,75400.0,US,50.0,FR,M
2023,EN,FT,Business Intelligence Analyst,40700.0,NL,0.0,NL,S
2022,EX,FT,Research Scientist,294600.0,US,100.0,US,L
2023,MI,FT,Machine Learning Engineer,73700.0,PL,50.0,PL,S
2022,EN,FT,Data Engineer,90500.0,US,100.0,US,M
2023,SE,FT,Machine Learning Engineer,237200.0,GB,100.0,GB,L
2024,MI,FT,Analytics Engineer,174200.0,US,,US,M
2023,MI,FT,Analytics Engineer,144400.0,US,0.0,US,M
2024,MI,FT,Data Scientist,100800.0,ES,50.0,ES,L
2021,MI,FT,Data Analyst,57400.0,ES,100.0,ES,M
2023,EN,FT,Data Analyst,65100.0,US,0.0,US,S
2024,MI,FT,Analytics Engineer,148400.0,US,100.0,AU,M
2023,MI,FT,Machine Learning Engineer,198500.0,US,100.0,US,
2023,EX,FT,Research Scientist,443700.0,US,0.0,US,L
2023,SE,FT,Analytics Engineer,148000.0,GB,0.0,GB,L
2023,SE,FT,Data Scientist,223400.0,US,100.0,US,M
2024,EN,FT,Business Intelligence Analyst,63900.0,US,0.0,US,S
2023,EX,FT,Data Analyst,201300.0,CA,100.0,CA,S
2024,EN,FT,Data Scientist,92600.0,AU,50.0,AU,M
2023,SE,FT,Data Engineer,82900.0,IN,100.0,IN,M
2024,SE,FT,Data Scientist,205700.0,US,50.0,US,S
2023,EN,FT,Machine Learning Engineer,118600.0,US,50.0,US,L
2023,EN,FT,Data Analyst,80400.0,US,50.0,US,M
2022,SE,FT,Business Intelligence Analyst,59900.0,IN,0.0,IN,M
2024,SE,FT,Data Scientist,70200.0,IN,0.0,IN,M
2020,MI,FT,Data Scientist,145000.0,US,0.0,US,M
2022,MI,FT,Data Engineer,141400.0,US,100.0,US,M
2024,SE,FL,Business Intelligence Analyst,114600.0,DE,0.0,DE,M
2023,MI,FT,Business Intelligence Analyst,129400.0,US,0.0,US,M
2024,MI,FT,Research Scientist,137800.0,GB,100.0,GB,L
2024,SE,FT,Business Intelligence Analyst,154100.0,US,0.0,US,M
2023,SE,FT,Data Scientist,214800.0,CA,0.0,CA,M
2023,SE,FT,Data Engineer,184900.0,DE,100.0,DE,L
2024,SE,FT,Research Scientist,252400.0,US,0.0,US,M
2024,MI,FT,Research Scientist,160100.0,US,50.0,US,M
2024,SE,FT,Data Scientist,174800.0,US,0.0,US,M
2022,MI,FT,Machine Learning Engineer,211700.0,US,0.0,US,M
2022,EX,FT,Data Analyst,79000.0,IN,100.0,IN,M
2023,MI,FT,Data Scientist,162700.0,JP,0.0,US,L
2023,SE,FT,Business Intelligence Analyst,216400.0,US,100.0,US,L
2021,MI,FT,Data Scientist,117700.0,US,100.0,DE,M
2023,SE,FT,Data Scientist,218000.0,CA,100.0,CA,M
2022,SE,FT,Machine Learning Engineer,235000.0,US,100.0,US,L
2023,MI,FT,Data Engineer,160000.0,US,50.0,US,M
2024,MI,FT,Analytics Engineer,197700.0,US,0.0,US,L
2022,MI,FT,Data Engineer,104700.0,SG,0.0,SG,S
2020,EN,FT,Data Scientist,,US,100.0,US,L
2024,MI,PT,Data Analyst,72000.0,US,100.0,US,M
2024,MI,FT,Data Scientist,203500.0,US,100.0,US,L
2023,EN,FT,Analytics Engineer,76500.0,US,50.0,US,M
2023,SE,FT,Data Analyst,152600.0,US,100.0,US,M
2024,EN,FT,Data Scientist,115900.0,GB,100.0,US,L
2023,SE,FT,Research Scientist,190300.0,US,0.0,US,M
2021,EN,FT,Data Analyst,41600.0,CA,50.0,CA,S
2021,MI,FT,Analytics Engineer,90700.0,CA,0.0,CA,S
2022,MI,FT,Data Architect,118000.0,DE,0.0,DE,M
2022,SE,FT,AI Engineer,86900.0,ES,50.0,PL,S
2024,SE,FT,Data Scientist,87100.0,IN,100.0,IN,M
2023,EN,FT,Data Engineer,85200.0,US,100.0,US,S
2023,MI,FT,Machine Learning Engineer,174100.0,PT,0.0,AU,L
2023,MI,FT,Data Scientist,116500.0,NL,0.0,NL,M
2021,MI,FT,Research Scientist,121400.0,US,100.0,GB,M
2023,EN,FT,Research Scientist,102600.0,US,100.0,US,M
2021,EN,FT,Data Scientist,29900.0,US,0.0,IN,M
2023,EX,FT,Data Engineer,195300.0,NL,100.0,NL,M
2024,MI,FT,Data Architect,121800.0,GB,50.0,GB,M
2021,MI,FT,Data Scientist,120400.0,GB,100.0,GB,L
2022,EN,FT,Data Science Manager,43200.0,PL,0.0,PL,S
2023,MI,FT,AI Engineer,205700.0,CH,0.0,CH,M
2021,SE,FT,Research Scientist,158800.0,US,100.0,US,S
2021,MI,CT,Machine Learning Engineer,183700.0,US,100.0,US,L
2024,EX,FT,Analytics Engineer,337800.0,US,0.0,US,M
2023,EX,FT,Data Science Manager,361600.0,US,100.0,US,S
2024,MI,FL,Data Scientist,163100.0,US,50.0,US,
2023,MI,FT,Data Analyst,122500.0,US,100.0,US,M
2024,EX,FT,Data Scientist,307700.0,US,0.0,US,M
2024,MI,FT,Data Engineer,131800.0,DE,100.0,DE,M
2022,MI,FT,Machine Learning Engineer,166900.0,US,50.0,US,M
2023,SE,FT,Data Analyst,147700.0,NL,0.0,NL,M
2024,MI,FT,Data Analyst,57500.0,US,50.0,FR,M
2024,EN,FT,Machine Learning Engineer,63400.0,ES,50.0,ES,M
2022,EN,FT,Business Intelligence Analyst,61400.0,US,100.0,US,M
2022,MI,FT,Data Engineer,79700.0,JP,0.0,JP,L
2022,EX,FT,Data Scientist,247700.0,US,0.0,US,M
2024,MI,FT,Data Engineer,172500.0,CA,100.0,CA,L
2023,SE,FT,Data Scientist,212300.0,CA,100.0,CA,M
2024,MI,FT,AI Engineer,177700.0,US,0.0,US,M
2023,MI,FT,Research Scientist,66000.0,BR,0.0,BR,L
2022,SE,FT,Data Science Manager,272300.0,US,100.0,US,L
2024,MI,FT,Research Scientist,172300.0,US,0.0,US,S
2024,SE,FT,Data Analyst,190800.0,US,0.0,US,M
2023,EN,FT,Data Engineer,89200.0,US,100.0,GB,M
2021,EN,FT,Machine Learning Engineer,134600.0,US,100.0,US,M
2021,MI,FT,Business Intelligence Analyst,97300.0,GB,100.0,GB,L
2022,SE,FT,Data Analyst,168600.0,US,100.0,US,L
2021,MI,FT,Data Analyst,96300.0,US,100.0,US,S
2022,EX,FT,Data Engineer,254300.0,IN,100.0,NL,M
2023,EN,FT,Data Engineer,89800.0,US,0.0,US,M
2024,EX,FT,Data Scientist,278600.0,US,50.0,US,S
2020,SE,FT,Data Engineer,156900.0,CH,0.0,CH,S
2024,EN,FT,Machine Learning Engineer,114400.0,US,0.0,US,L
2024,EX,FT,Data Science Manager,423500.0,US,0.0,US,L
2021,MI,FT,Analytics Engineer,83000.0,AU,100.0,AU,M
